OrderID,ShipmentID,CustomerID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,OriginRegion,DestinationRegion,Distance_km,ShippingMode,CarrierType,ProductCategory,Priority,Weight_kg,Volume_m3,ShipmentStatus,ShippingCost_USD,Revenue_USD,Profit_USD,CustomerRating,InsuranceRequired,CustomsCleared
  ORD-102515 ,  SHP-502515 ,  CUST-1165 ,  2022-06-05 ,  2022-06-07 ,  2022-06-11 ,  Europe ,  Europe ,450.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,425.66,2.05,  Delaayed ,312.15,380.44,68.29,2,  No ,  naan 
  ORD-102516 ,  SHP-502516 ,  CUST-1870 ,  2022-05-18 ,  2022-05-29 ,  2022-05-28 ,  Africaa ,  Oceaaniaa ,6678.0,  Air ,  3rd Paarty Logistics ,  Furniture ,  Medium ,64.44,0.98,  Delivered ,375.96,454.78,78.82,4,  No ,  Yes 
  ORD-102517 ,  SHP-502517 ,  CUST-1089 ,  2023-04-14 ,  2023-04-18 ,  2023-04-18 ,  South Americaa ,  South Americaa ,417.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Low ,2933.34,7.58,  Delivered ,1548.72,1790.23,241.51,5,  Yes ,  naan 
  ORD-102518 ,  SHP-502518 ,  CUST-1685 ,  2023-11-07 ,  2024-01-11 ,  naan ,  Europe ,  Oceaaniaa ,12582.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Low ,641.1,7.29,  Caancelled ,431.21,571.64,140.43,2,  No ,  Yes 
  ORD-102519 ,  SHP-502519 ,  CUST-1121 ,  2023-08-15 ,  2023-08-20 ,  2023-08-20 ,  South Americaa ,  South Americaa ,1438.0,  Roaad ,  Internaal Fleet ,  Electronics ,  Low ,48.28,0.87,  Delivered ,54.36,65.78,11.42,5,  Yes ,  naan 
  ORD-102520 ,  SHP-502520 ,  CUST-1142 ,  2022-11-11 ,  2022-11-13 ,  2022-11-16 ,  Oceaaniaa ,  Oceaaniaa ,953.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  High ,3854.43,15.38,  Delaayed ,2723.96,3850.23,1126.27,3,  No ,  naan 
  ORD-102521 ,  SHP-502521 ,  CUST-1993 ,  2023-11-16 ,  2023-11-18 ,  2023-11-17 ,  Africaa ,  Africaa ,1146.0,  Roaad ,  3rd Paarty Logistics ,  Perishaables ,  High ,375.96,1.29,  Delivered ,283.45,377.31,93.86,5,  No ,  naan 
  ORD-102522 ,  SHP-502522 ,  CUST-1105 ,  2022-06-28 ,  2022-09-05 ,  2022-09-05 ,  North Americaa ,  North Americaa ,13385.0,  Seaa ,  Internaal Fleet ,  Maachinery ,  Medium ,4732.69,12.27,  Delivered ,2529.16,3330.71,801.55,4,  No ,  naan 
  ORD-102523 ,  SHP-502523 ,  CUST-1886 ,  2022-02-15 ,  2022-04-29 ,  2022-04-28 ,  Africaa ,  Asiaa ,14128.0,  Seaa ,  3rd Paarty Logistics ,  Electronics ,  Low ,22.88,0.19,  Delivered ,55.68,72.46,16.78,4,  Yes ,  Yes 
  ORD-102524 ,  SHP-502524 ,  CUST-1427 ,  2023-02-01 ,  2023-02-03 ,  2023-02-03 ,  North Americaa ,  North Americaa ,235.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,945.93,4.91,  Delivered ,683.24,829.86,146.62,5,  No ,  naan 
  ORD-102525 ,  SHP-502525 ,  CUST-1304 ,  2022-12-15 ,  2022-12-22 ,  2022-12-22 ,  Asiaa ,  Asiaa ,2416.0,  Roaad ,  3rd Paarty Logistics ,  Furniture ,  Medium ,122.8,1.78,  Delivered ,115.42,166.3,50.88,4,  No ,  naan 
  ORD-102526 ,  SHP-502526 ,  CUST-1871 ,  2022-05-12 ,  2022-05-16 ,  2022-05-14 ,  Oceaaniaa ,  Oceaaniaa ,643.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Low ,4459.63,14.34,  Delivered ,2382.87,3431.6,1048.73,4,  No ,  naan 
  ORD-102527 ,  SHP-502527 ,  CUST-1970 ,  2023-11-13 ,  2024-02-10 ,  2024-02-09 ,  Oceaaniaa ,  Africaa ,17327.0,  Seaa ,  3rd Paarty Logistics ,  Electronics ,  Medium ,30.06,0.44,  Delivered ,71.36,88.94,17.58,5,  Yes ,  Yes 
  ORD-102528 ,  SHP-502528 ,  CUST-1316 ,  2023-02-15 ,  2023-02-22 ,  2023-02-22 ,  Oceaaniaa ,  Oceaaniaa ,1865.0,  Raail ,  3rd Paarty Logistics ,  Electronics ,  Medium ,62.8,0.64,  Delivered ,52.71,72.89,20.18,4,  Yes ,  naan 
  ORD-102529 ,  SHP-502529 ,  CUST-1962 ,  2022-05-16 ,  2022-05-21 ,  naan ,  Africaa ,  Africaa ,1092.0,  Raail ,  3rd Paarty Logistics ,  Clothing ,  Medium ,672.09,8.62,  Caancelled ,431.03,511.1,80.07,1,  Yes ,  naan 
  ORD-102530 ,  SHP-502530 ,  CUST-1634 ,  2023-09-09 ,  2023-10-08 ,  naan ,  North Americaa ,  Asiaa ,5704.0,  Seaa ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,144.55,1.03,  Caancelled ,129.56,179.33,49.77,2,  Yes ,  Yes 
  ORD-102531 ,  SHP-502531 ,  CUST-1901 ,  2022-01-26 ,  2022-02-12 ,  naan ,  Asiaa ,  Asiaa ,11592.0,  Air ,  Internaal Fleet ,  Clothing ,  Low ,266.17,1.3,  Caancelled ,725.68,896.87,171.19,2,  Yes ,  naan 
  ORD-102532 ,  SHP-502532 ,  CUST-1008 ,  2023-05-28 ,  2023-05-30 ,  2023-05-28 ,  Asiaa ,  Asiaa ,404.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,373.87,1.69,  Delivered ,272.88,337.48,64.6,5,  Yes ,  naan 
  ORD-102533 ,  SHP-502533 ,  CUST-1773 ,  2023-05-06 ,  2023-05-10 ,  2023-05-10 ,  Asiaa ,  Asiaa ,155.0,  Roaad ,  Internaal Fleet ,  Furniture ,  Low ,389.02,12.46,  Delivered ,321.4,418.52,97.12,4,  No ,  naan 
  ORD-102534 ,  SHP-502534 ,  CUST-1072 ,  2023-12-24 ,  2023-12-28 ,  2023-12-26 ,  South Americaa ,  South Americaa ,717.0,  Raail ,  Internaal Fleet ,  Clothing ,  Low ,920.63,3.73,  Delivered ,503.35,638.1,134.75,5,  No ,  naan 
  ORD-102535 ,  SHP-502535 ,  CUST-1358 ,  2023-04-13 ,  2023-04-16 ,  2023-04-15 ,  Africaa ,  Africaa ,941.0,  Raail ,  Internaal Fleet ,  Furniture ,  High ,320.85,4.3,  Delivered ,274.3,325.14,50.84,5,  No ,  naan 
  ORD-102536 ,  SHP-502536 ,  CUST-1222 ,  2023-12-23 ,  2023-12-27 ,  2023-12-27 ,  Africaa ,  Africaa ,2302.0,  Roaad ,  3rd Paarty Logistics ,  Perishaables ,  High ,273.21,1.76,  Delivered ,245.33,325.78,80.45,5,  Yes ,  naan 
  ORD-102537 ,  SHP-502537 ,  CUST-1415 ,  2023-08-25 ,  2023-08-27 ,  2023-08-27 ,  Oceaaniaa ,  Oceaaniaa ,614.0,  Roaad ,  3rd Paarty Logistics ,  Perishaables ,  Criticaal ,94.93,0.58,  Delivered ,81.2,98.59,17.39,4,  No ,  naan 
  ORD-102538 ,  SHP-502538 ,  CUST-1552 ,  2022-02-08 ,  2022-02-14 ,  2022-02-14 ,  Africaa ,  Europe ,4453.0,  Air ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,511.34,2.51,  Delivered ,654.4,839.82,185.42,5,  No ,  Yes 
  ORD-102539 ,  SHP-502539 ,  CUST-1369 ,  2022-01-27 ,  2022-04-26 ,  2022-04-26 ,  Africaa ,  Oceaaniaa ,17656.0,  Seaa ,  Internaal Fleet ,  Phaarmaaceuticaals ,  High ,73.4,1.26,  Delivered ,132.99,162.16,29.17,4,  No ,  Yes 
  ORD-102540 ,  SHP-502540 ,  CUST-1715 ,  2022-07-17 ,  2022-07-22 ,  2022-07-20 ,  South Americaa ,  South Americaa ,1352.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Medium ,425.69,4.38,  Delivered ,276.88,389.65,112.77,4,  No ,  naan 
  ORD-102541 ,  SHP-502541 ,  CUST-1263 ,  2023-06-12 ,  2023-06-16 ,  2023-06-15 ,  Africaa ,  Africaa ,2286.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  Criticaal ,761.2,3.5,  Delivered ,584.92,731.97,147.05,5,  No ,  naan 
  ORD-102542 ,  SHP-502542 ,  CUST-1839 ,  2022-11-19 ,  2022-11-25 ,  naan ,  North Americaa ,  North Americaa ,1800.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Low ,1966.22,17.29,  Caancelled ,1182.99,1675.41,492.42,1,  Yes ,  naan 
  ORD-102543 ,  SHP-502543 ,  CUST-1689 ,  2022-01-22 ,  2022-01-26 ,  2022-01-30 ,  Asiaa ,  Asiaa ,307.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,1321.0,4.3,  Delaayed ,708.06,883.54,175.48,2,  Yes ,  naan 
  ORD-102544 ,  SHP-502544 ,  CUST-1859 ,  2022-03-14 ,  2022-06-08 ,  2022-06-07 ,  South Americaa ,  Europe ,16788.0,  Seaa ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,4955.74,25.04,  Delivered ,2778.6,3345.02,566.42,5,  Yes ,  Yes 
  ORD-102545 ,  SHP-502545 ,  CUST-1317 ,  2023-11-27 ,  2023-11-30 ,  naan ,  South Americaa ,  South Americaa ,1645.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,803.98,3.01,  Caancelled ,593.84,785.64,191.8,1,  No ,  naan 
  ORD-102546 ,  SHP-502546 ,  CUST-1083 ,  2023-03-17 ,  2023-03-29 ,  2023-03-29 ,  Oceaaniaa ,  North Americaa ,7221.0,  Air ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,716.81,1.91,  Delivered ,738.58,972.37,233.79,4,  No ,  Yes 
  ORD-102547 ,  SHP-502547 ,  CUST-1317 ,  2023-01-27 ,  2023-01-31 ,  2023-01-30 ,  Africaa ,  Africaa ,1096.0,  Roaad ,  Internaal Fleet ,  Furniture ,  Low ,243.78,3.13,  Delivered ,169.64,226.58,56.94,4,  Yes ,  naan 
  ORD-102548 ,  SHP-502548 ,  CUST-1110 ,  2023-10-09 ,  2023-10-15 ,  2023-10-13 ,  Asiaa ,  Asiaa ,2282.0,  Roaad ,  Internaal Fleet ,  Electronics ,  Low ,54.32,0.74,  Delivered ,68.78,85.33,16.55,4,  No ,  naan 
  ORD-102549 ,  SHP-502549 ,  CUST-1250 ,  2022-11-28 ,  2022-12-01 ,  2022-11-29 ,  North Americaa ,  North Americaa ,1690.0,  Roaad ,  Internaal Fleet ,  Phaarmaaceuticaals ,  Criticaal ,974.92,8.8,  Delivered ,781.01,973.13,192.12,4,  Yes ,  naan 
  ORD-102550 ,  SHP-502550 ,  CUST-1382 ,  2022-01-01 ,  2022-01-09 ,  2022-01-09 ,  Asiaa ,  Asiaa ,2011.0,  Raail ,  3rd Paarty Logistics ,  Clothing ,  Medium ,883.65,9.47,  Delivered ,552.64,674.9,122.26,4,  Yes ,  naan 
  ORD-102551 ,  SHP-502551 ,  CUST-1006 ,  2023-03-14 ,  2023-06-17 ,  naan ,  Europe ,  Oceaaniaa ,18432.0,  Seaa ,  3rd Paarty Logistics ,  Furniture ,  Medium ,343.89,7.7,  Caancelled ,304.21,434.57,130.36,2,  No ,  Yes 
  ORD-102552 ,  SHP-502552 ,  CUST-1458 ,  2022-07-27 ,  2022-07-31 ,  2022-07-29 ,  Asiaa ,  Asiaa ,217.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,4874.08,31.36,  Delivered ,2753.88,3731.2,977.32,4,  No ,  naan 
  ORD-102553 ,  SHP-502553 ,  CUST-1083 ,  2022-01-14 ,  2022-02-03 ,  2022-02-01 ,  North Americaa ,  Europe ,3853.0,  Seaa ,  3rd Paarty Logistics ,  Electronics ,  High ,41.47,0.36,  Delivered ,46.71,64.31,17.6,4,  Yes ,  Yes 
  ORD-102554 ,  SHP-502554 ,  CUST-1207 ,  2022-08-10 ,  2022-08-14 ,  2022-08-17 ,  North Americaa ,  North Americaa ,2118.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  High ,977.84,7.76,  Delaayed ,777.82,939.8,161.98,3,  No ,  naan 
  ORD-102555 ,  SHP-502555 ,  CUST-1899 ,  2022-09-01 ,  2022-09-05 ,  2022-09-04 ,  North Americaa ,  North Americaa ,691.0,  Raail ,  3rd Paarty Logistics ,  Furniture ,  Low ,210.5,4.41,  Delivered ,154.9,208.88,53.98,5,  Yes ,  naan 
  ORD-102556 ,  SHP-502556 ,  CUST-1389 ,  2023-10-21 ,  2023-10-25 ,  2023-10-25 ,  South Americaa ,  South Americaa ,1178.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,260.17,1.02,  Delivered ,157.99,217.84,59.85,5,  No ,  naan 
  ORD-102557 ,  SHP-502557 ,  CUST-1313 ,  2022-10-02 ,  2022-10-12 ,  2022-10-18 ,  South Americaa ,  South Americaa ,3661.0,  Raail ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,101.08,0.45,  Delaayed ,109.58,137.27,27.69,2,  No ,  naan 
  ORD-102558 ,  SHP-502558 ,  CUST-1021 ,  2023-08-12 ,  2023-09-21 ,  2023-09-20 ,  Europe ,  South Americaa ,7823.0,  Seaa ,  3rd Paarty Logistics ,  Perishaables ,  High ,538.59,4.87,  Delivered ,443.97,531.57,87.6,5,  Yes ,  Yes 
  ORD-102559 ,  SHP-502559 ,  CUST-1409 ,  2022-04-18 ,  2022-04-23 ,  2022-04-22 ,  Asiaa ,  Asiaa ,1749.0,  Raail ,  3rd Paarty Logistics ,  Maachinery ,  High ,2717.74,7.79,  Delivered ,1885.96,2563.21,677.25,5,  No ,  naan 
  ORD-102560 ,  SHP-502560 ,  CUST-1894 ,  2022-11-26 ,  2022-11-30 ,  2022-12-01 ,  Africaa ,  South Americaa ,1228.0,  Air ,  Internaal Fleet ,  Furniture ,  Low ,233.81,8.56,  Delaayed ,263.91,351.88,87.97,3,  Yes ,  Yes 
  ORD-102561 ,  SHP-502561 ,  CUST-1514 ,  2023-09-15 ,  2023-09-23 ,  naan ,  Oceaaniaa ,  Oceaaniaa ,2331.0,  Raail ,  3rd Paarty Logistics ,  Furniture ,  Medium ,39.58,0.59,  Caancelled ,44.38,58.7,14.32,2,  No ,  naan 
  ORD-102562 ,  SHP-502562 ,  CUST-1126 ,  2022-05-05 ,  2022-06-03 ,  2022-06-01 ,  Europe ,  Africaa ,5252.0,  Seaa ,  3rd Paarty Logistics ,  Electronics ,  Medium ,33.71,0.24,  Delivered ,34.97,42.13,7.16,4,  Yes ,  Yes 
  ORD-102563 ,  SHP-502563 ,  CUST-1808 ,  2022-04-03 ,  2022-04-17 ,  2022-04-17 ,  Africaa ,  North Americaa ,2351.0,  Seaa ,  Internaal Fleet ,  Electronics ,  Low ,62.1,0.66,  Delivered ,44.73,54.96,10.23,4,  Yes ,  Yes 
  ORD-102564 ,  SHP-502564 ,  CUST-1699 ,  2023-02-16 ,  2023-02-22 ,  2023-02-20 ,  Africaa ,  Africaa ,2322.0,  Roaad ,  3rd Paarty Logistics ,  Electronics ,  Low ,56.88,0.59,  Delivered ,69.21,92.57,23.36,5,  No ,  naan 
  ORD-102565 ,  SHP-502565 ,  CUST-1873 ,  2022-08-25 ,  2022-08-29 ,  2022-08-31 ,  Europe ,  Europe ,533.0,  Raail ,  3rd Paarty Logistics ,  Clothing ,  Low ,906.75,5.51,  Delaayed ,512.76,684.06,171.3,3,  Yes ,  naan 
  ORD-102566 ,  SHP-502566 ,  CUST-1013 ,  2023-10-17 ,  2023-10-31 ,  2023-10-29 ,  Asiaa ,  Oceaaniaa ,9457.0,  Air ,  3rd Paarty Logistics ,  Maachinery ,  Low ,968.29,3.47,  Delivered ,991.69,1305.48,313.79,5,  No ,  Yes 
  ORD-102567 ,  SHP-502567 ,  CUST-1970 ,  2022-07-28 ,  2022-11-04 ,  2022-11-02 ,  Oceaaniaa ,  North Americaa ,19241.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Medium ,626.75,2.6,  Delivered ,397.07,548.13,151.06,4,  Yes ,  Yes 
  ORD-102568 ,  SHP-502568 ,  CUST-1977 ,  2022-11-15 ,  2022-11-24 ,  2022-11-22 ,  Africaa ,  Africaa ,2661.0,  Raail ,  Internaal Fleet ,  Maachinery ,  Low ,4699.78,20.18,  Delivered ,2572.95,3587.71,1014.76,5,  Yes ,  naan 
  ORD-102569 ,  SHP-502569 ,  CUST-1011 ,  2022-01-23 ,  2022-03-22 ,  2022-03-22 ,  South Americaa ,  North Americaa ,11068.0,  Seaa ,  Internaal Fleet ,  Furniture ,  Medium ,189.0,3.82,  Delivered ,165.93,204.58,38.65,4,  No ,  Yes 
  ORD-102570 ,  SHP-502570 ,  CUST-1086 ,  2023-03-03 ,  2023-04-05 ,  2023-04-03 ,  South Americaa ,  North Americaa ,6194.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Low ,901.2,3.05,  Delivered ,499.73,598.32,98.59,4,  Yes ,  Yes 
  ORD-102571 ,  SHP-502571 ,  CUST-1523 ,  2022-01-10 ,  2022-01-15 ,  naan ,  Europe ,  Europe ,1694.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  Medium ,971.52,9.04,  Caancelled ,601.61,728.16,126.55,1,  No ,  naan 
  ORD-102572 ,  SHP-502572 ,  CUST-1908 ,  2022-06-26 ,  2022-09-15 ,  2022-09-14 ,  Oceaaniaa ,  South Americaa ,15699.0,  Seaa ,  Internaal Fleet ,  Clothing ,  Low ,501.93,4.37,  Delivered ,341.76,421.87,80.11,5,  No ,  Yes 
  ORD-102573 ,  SHP-502573 ,  CUST-1536 ,  2022-10-17 ,  2022-10-24 ,  2022-10-23 ,  Oceaaniaa ,  Oceaaniaa ,2692.0,  Raail ,  Internaal Fleet ,  Perishaables ,  Criticaal ,374.3,6.46,  Delivered ,355.3,509.62,154.32,4,  No ,  naan 
  ORD-102574 ,  SHP-502574 ,  CUST-1300 ,  2023-08-30 ,  2023-09-01 ,  naan ,  Africaa ,  Africaa ,573.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,169.0,1.13,  Caancelled ,135.74,161.69,25.95,2,  No ,  naan 
  ORD-102575 ,  SHP-502575 ,  CUST-1242 ,  2022-03-21 ,  2022-03-27 ,  2022-03-25 ,  Europe ,  Europe ,2215.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Medium ,2141.17,11.66,  Delivered ,1220.4,1725.19,504.79,5,  No ,  naan 
  ORD-102576 ,  SHP-502576 ,  CUST-1121 ,  2023-12-31 ,  2024-01-10 ,  2024-01-09 ,  Oceaaniaa ,  Oceaaniaa ,2947.0,  Raail ,  Internaal Fleet ,  Maachinery ,  Medium ,1536.39,4.73,  Delivered ,839.09,1016.15,177.06,4,  Yes ,  naan 
  ORD-102577 ,  SHP-502577 ,  CUST-1146 ,  2023-12-22 ,  2023-12-26 ,  2023-12-25 ,  Oceaaniaa ,  Oceaaniaa ,905.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Medium ,301.6,1.33,  Delivered ,177.68,222.91,45.23,5,  No ,  naan 
  ORD-102578 ,  SHP-502578 ,  CUST-1566 ,  2023-02-10 ,  2023-02-25 ,  2023-02-25 ,  South Americaa ,  Oceaaniaa ,11448.0,  Air ,  3rd Paarty Logistics ,  Perishaables ,  High ,374.94,1.5,  Delivered ,1007.29,1196.42,189.13,4,  Yes ,  Yes 
  ORD-102579 ,  SHP-502579 ,  CUST-1749 ,  2022-04-10 ,  2022-04-30 ,  2022-05-03 ,  Europe ,  Europe ,3432.0,  Seaa ,  Internaal Fleet ,  Clothing ,  Low ,175.56,1.96,  Delaayed ,117.71,139.02,21.31,3,  Yes ,  naan 
  ORD-102580 ,  SHP-502580 ,  CUST-1355 ,  2023-02-23 ,  2023-02-27 ,  2023-02-27 ,  Africaa ,  Africaa ,530.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Low ,3558.53,9.5,  Delivered ,1882.24,2218.3,336.06,4,  No ,  naan 
  ORD-102581 ,  SHP-502581 ,  CUST-1684 ,  2022-01-23 ,  2022-02-17 ,  2022-02-17 ,  Africaa ,  Oceaaniaa ,4970.0,  Seaa ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,151.56,2.21,  Delivered ,146.69,183.78,37.09,4,  Yes ,  Yes 
  ORD-102582 ,  SHP-502582 ,  CUST-1903 ,  2023-12-10 ,  2023-12-15 ,  2023-12-14 ,  South Americaa ,  South Americaa ,1965.0,  Raail ,  Internaal Fleet ,  Phaarmaaceuticaals ,  Criticaal ,935.29,11.79,  Delivered ,781.64,1021.69,240.05,4,  No ,  naan 
  ORD-102583 ,  SHP-502583 ,  CUST-1732 ,  2023-01-25 ,  2023-01-29 ,  2023-02-03 ,  North Americaa ,  North Americaa ,378.0,  Roaad ,  Internaal Fleet ,  Furniture ,  Low ,140.18,1.85,  Delaayed ,94.26,114.08,19.82,3,  Yes ,  naan 
  ORD-102584 ,  SHP-502584 ,  CUST-1630 ,  2022-09-04 ,  2022-11-25 ,  2022-11-23 ,  North Americaa ,  Europe ,16265.0,  Seaa ,  Internaal Fleet ,  Perishaables ,  Criticaal ,804.89,5.93,  Delivered ,663.73,949.0,285.27,5,  No ,  Yes 
  ORD-102585 ,  SHP-502585 ,  CUST-1308 ,  2023-08-25 ,  2023-08-27 ,  2023-08-27 ,  Oceaaniaa ,  Oceaaniaa ,466.0,  Roaad ,  Internaal Fleet ,  Phaarmaaceuticaals ,  Criticaal ,954.98,4.97,  Delivered ,694.48,920.83,226.35,4,  Yes ,  naan 
  ORD-102586 ,  SHP-502586 ,  CUST-1694 ,  2023-05-01 ,  2023-05-05 ,  2023-05-04 ,  Asiaa ,  Asiaa ,2351.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,81.53,0.36,  Delivered ,103.53,146.55,43.02,4,  No ,  naan 
  ORD-102587 ,  SHP-502587 ,  CUST-1287 ,  2023-06-02 ,  2023-06-08 ,  2023-06-09 ,  South Americaa ,  South Americaa ,1244.0,  Raail ,  Internaal Fleet ,  Clothing ,  Medium ,541.9,2.81,  Delaayed ,308.96,369.1,60.14,3,  No ,  naan 
  ORD-102588 ,  SHP-502588 ,  CUST-1306 ,  2022-01-19 ,  2022-01-27 ,  2022-01-27 ,  Asiaa ,  Asiaa ,2352.0,  Raail ,  3rd Paarty Logistics ,  Furniture ,  Low ,497.17,17.06,  Delivered ,437.95,522.5,84.55,5,  Yes ,  naan 
  ORD-102589 ,  SHP-502589 ,  CUST-1811 ,  2023-05-06 ,  2023-05-13 ,  2023-05-12 ,  Oceaaniaa ,  Oceaaniaa ,2400.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Low ,3455.58,14.54,  Delivered ,1909.21,2680.58,771.37,5,  No ,  naan 
  ORD-102590 ,  SHP-502590 ,  CUST-1593 ,  2022-04-20 ,  2022-04-22 ,  2022-04-22 ,  South Americaa ,  South Americaa ,1029.0,  Roaad ,  Internaal Fleet ,  Phaarmaaceuticaals ,  High ,279.17,1.25,  Delivered ,217.78,287.56,69.78,5,  No ,  naan 
  ORD-102591 ,  SHP-502591 ,  CUST-1965 ,  2023-08-30 ,  2023-09-02 ,  2023-09-01 ,  Africaa ,  Africaa ,1706.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  Criticaal ,671.53,2.54,  Delivered ,502.81,719.81,217.0,5,  No ,  naan 
  ORD-102592 ,  SHP-502592 ,  CUST-1913 ,  2023-08-22 ,  2023-08-27 ,  2023-08-25 ,  South Americaa ,  South Americaa ,1501.0,  Roaad ,  Internaal Fleet ,  Electronics ,  Low ,88.01,0.83,  Delivered ,74.81,89.33,14.52,5,  Yes ,  naan 
  ORD-102593 ,  SHP-502593 ,  CUST-1722 ,  2023-01-31 ,  2023-02-18 ,  2023-02-16 ,  Europe ,  Asiaa ,12203.0,  Air ,  Internaal Fleet ,  Maachinery ,  Medium ,1965.08,7.59,  Delivered ,1668.6,1931.91,263.31,5,  No ,  Yes 
  ORD-102594 ,  SHP-502594 ,  CUST-1661 ,  2022-01-13 ,  2022-01-28 ,  2022-01-26 ,  Asiaa ,  Europe ,11975.0,  Air ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,365.66,3.06,  Delivered ,1055.89,1504.61,448.72,5,  Yes ,  Yes 
  ORD-102595 ,  SHP-502595 ,  CUST-1548 ,  2022-12-08 ,  2022-12-11 ,  2022-12-11 ,  South Americaa ,  South Americaa ,1300.0,  Roaad ,  Internaal Fleet ,  Phaarmaaceuticaals ,  High ,556.06,2.59,  Delivered ,420.49,571.72,151.23,5,  No ,  naan 
  ORD-102596 ,  SHP-502596 ,  CUST-1351 ,  2023-12-08 ,  2024-02-28 ,  2024-02-26 ,  Asiaa ,  Africaa ,15965.0,  Seaa ,  Internaal Fleet ,  Maachinery ,  Low ,3157.57,8.17,  Delivered ,1708.41,2378.36,669.95,4,  Yes ,  Yes 
  ORD-102597 ,  SHP-502597 ,  CUST-1311 ,  2023-08-11 ,  2023-08-20 ,  2023-08-20 ,  Oceaaniaa ,  Oceaaniaa ,5003.0,  Air ,  Internaal Fleet ,  Furniture ,  Low ,163.35,3.86,  Delivered ,370.4,458.85,88.45,5,  No ,  naan 
  ORD-102598 ,  SHP-502598 ,  CUST-1872 ,  2022-06-08 ,  2022-06-11 ,  2022-06-09 ,  South Americaa ,  South Americaa ,1636.0,  Roaad ,  3rd Paarty Logistics ,  Perishaables ,  High ,670.97,3.35,  Delivered ,511.62,588.83,77.21,5,  No ,  naan 
  ORD-102599 ,  SHP-502599 ,  CUST-1058 ,  2022-11-29 ,  2022-12-03 ,  2022-12-02 ,  North Americaa ,  North Americaa ,1389.0,  Air ,  3rd Paarty Logistics ,  Maachinery ,  Low ,508.39,2.62,  Delivered ,349.89,453.06,103.17,4,  Yes ,  naan 
  ORD-102600 ,  SHP-502600 ,  CUST-1642 ,  2022-01-23 ,  2022-01-25 ,  2022-01-23 ,  Asiaa ,  Asiaa ,899.0,  Roaad ,  3rd Paarty Logistics ,  Perishaables ,  High ,261.22,1.0,  Delivered ,200.39,289.96,89.57,4,  Yes ,  naan 
  ORD-102601 ,  SHP-502601 ,  CUST-1923 ,  2023-12-18 ,  2023-12-22 ,  2023-12-21 ,  Africaa ,  Africaa ,868.0,  Roaad ,  Internaal Fleet ,  Furniture ,  Low ,435.8,11.77,  Delivered ,348.6,495.8,147.2,5,  No ,  naan 
  ORD-102602 ,  SHP-502602 ,  CUST-1713 ,  2022-08-28 ,  2022-09-07 ,  2022-09-11 ,  Africaa ,  Africaa ,3935.0,  Raail ,  Internaal Fleet ,  Furniture ,  High ,68.99,2.14,  Delaayed ,113.53,133.01,19.48,3,  No ,  naan 
  ORD-102603 ,  SHP-502603 ,  CUST-1754 ,  2022-07-14 ,  2022-07-18 ,  2022-07-16 ,  South Americaa ,  South Americaa ,61.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  Low ,184.8,1.69,  Delivered ,110.22,132.96,22.74,4,  No ,  naan 
  ORD-102604 ,  SHP-502604 ,  CUST-1034 ,  2023-12-12 ,  2023-12-24 ,  naan ,  Africaa ,  Asiaa ,7480.0,  Air ,  Internaal Fleet ,  Electronics ,  Low ,24.23,0.25,  Caancelled ,388.59,483.16,94.57,1,  Yes ,  Yes 
