OrderID,ShipmentID,CustomerID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,OriginRegion,DestinationRegion,Distance_km,ShippingMode,CarrierType,ProductCategory,Priority,Weight_kg,Volume_m3,ShipmentStatus,ShippingCost_USD,Revenue_USD,Profit_USD,CustomerRating,InsuranceRequired,CustomsCleared
ORD-101354,SHP-501354,CUST-1112,2/14/2023,3/13/2023,3/11/2023,Europe,South America,4989,Sea,Internal Fleet,Electronics,Medium,47.95,0.35,Delivered,42.43,54.33,11.9,5,Yes,Yes
ORD-101355,SHP-501355,CUST-1139,11/29/2023,1/25/2024,1/23/2024,Africa,Asia,11278,Sea,Internal Fleet,Pharmaceuticals,Critical,835.3,3.14,Delivered,627.77,765.65,137.88,4,Yes,Yes
ORD-101356,SHP-501356,CUST-1558,1/6/2022,2/21/2022,2/20/2022,Africa,North America,9138,Sea,Internal Fleet,Pharmaceuticals,High,138.7,1.25,Delivered,142.03,197.38,55.35,5,Yes,Yes
ORD-101357,SHP-501357,CUST-1000,2/19/2022,2/25/2022,2/25/2022,Asia,Asia,2293,Rail,3rd Party Logistics,Pharmaceuticals,High,39.3,0.13,Delivered,51.12,61.08,9.96,5,Yes,N/A
ORD-101358,SHP-501358,CUST-1089,3/18/2023,3/20/2023,3/18/2023,Oceania,Oceania,295,Road,3rd Party Logistics,Pharmaceuticals,High,243.78,1.72,Delivered,186.56,249.82,63.26,5,No,N/A
ORD-101359,SHP-501359,CUST-1653,2/15/2022,2/19/2022,2/19/2022,Africa,Africa,2147,Road,Internal Fleet,Machinery,High,1737.17,15.52,Delivered,1372.77,1830.21,457.44,5,Yes,N/A
ORD-101360,SHP-501360,CUST-1319,8/5/2022,8/15/2022,8/13/2022,Oceania,Oceania,3605,Rail,Internal Fleet,Machinery,High,1675.66,12.94,Delivered,1294.94,1607.13,312.19,5,Yes,N/A
ORD-101361,SHP-501361,CUST-1549,7/28/2022,10/20/2022,10/18/2022,Europe,Africa,16259,Sea,3rd Party Logistics,Electronics,Medium,40.03,0.27,Delivered,71.52,91.46,19.94,5,Yes,Yes
ORD-101362,SHP-501362,CUST-1804,12/12/2022,12/17/2022,12/16/2022,Asia,Asia,1355,Road,Internal Fleet,Machinery,Medium,3642.18,11.67,Delivered,1958.13,2320.33,362.2,5,Yes,N/A
ORD-101363,SHP-501363,CUST-1893,2/9/2023,2/15/2023,2/14/2023,Europe,Europe,2317,Road,Internal Fleet,Electronics,Low,45.86,0.35,Delivered,61.18,70.83,9.65,4,Yes,N/A
ORD-101364,SHP-501364,CUST-1138,8/31/2023,9/11/2023,9/9/2023,Europe,Europe,3254,Rail,Internal Fleet,Furniture,Medium,455.98,5.87,Delivered,312.71,360.84,48.13,5,No,N/A
ORD-101365,SHP-501365,CUST-1510,1/25/2022,3/4/2022,,Asia,Europe,7467,Sea,3rd Party Logistics,Clothing,High,108,0.4,Cancelled,104.52,125.66,21.14,1,Yes,Yes
ORD-101366,SHP-501366,CUST-1867,12/18/2022,12/20/2022,12/20/2022,Oceania,Oceania,663,Rail,Internal Fleet,Perishables,Critical,232.83,1.56,Delivered,178.51,251.72,73.21,4,Yes,N/A
ORD-101367,SHP-501367,CUST-1844,5/5/2022,6/12/2022,6/10/2022,Europe,Africa,7087,Sea,Internal Fleet,Machinery,Low,2054.65,6.79,Delivered,1116.5,1459.02,342.52,4,Yes,Yes
ORD-101368,SHP-501368,CUST-1258,5/17/2023,8/24/2023,8/24/2023,North America,Africa,19303,Sea,Internal Fleet,Machinery,Low,3190.66,24.04,Delivered,1893.62,2244.19,350.57,4,No,Yes
ORD-101369,SHP-501369,CUST-1672,3/4/2022,3/8/2022,3/7/2022,Oceania,Oceania,91,Road,3rd Party Logistics,Furniture,Low,395.75,8.53,Delivered,284.57,404.56,119.99,4,Yes,N/A
ORD-101370,SHP-501370,CUST-1901,12/5/2022,3/1/2023,2/28/2023,Africa,Oceania,16758,Sea,3rd Party Logistics,Machinery,Low,510,2.27,Delivered,328.01,433.19,105.18,5,No,Yes
ORD-101371,SHP-501371,CUST-1689,11/18/2022,11/24/2022,11/24/2022,Asia,Asia,2232,Road,Internal Fleet,Electronics,Low,52.12,0.92,Delivered,68.7,79.58,10.88,5,Yes,N/A
ORD-101372,SHP-501372,CUST-1009,6/12/2022,6/17/2022,6/21/2022,Asia,Asia,1332,Road,3rd Party Logistics,Electronics,Medium,15.96,0.11,Delayed,29.03,40.03,11,2,No,N/A
ORD-101373,SHP-501373,CUST-1260,12/2/2022,12/7/2022,12/13/2022,Oceania,Oceania,1264,Road,3rd Party Logistics,Clothing,Low,872.48,10.47,Delayed,559.9,723.41,163.51,2,No,N/A
ORD-101374,SHP-501374,CUST-1918,4/9/2023,7/6/2023,7/5/2023,North America,Oceania,17083,Sea,Internal Fleet,Clothing,Medium,584.51,4.04,Delivered,383.87,502.82,118.95,5,No,Yes
ORD-101375,SHP-501375,CUST-1649,10/16/2022,11/3/2022,11/1/2022,North America,Oceania,12757,Air,Internal Fleet,Clothing,Medium,548.3,3.27,Delivered,944.71,1260.21,315.5,4,Yes,Yes
ORD-101376,SHP-501376,CUST-1171,8/31/2022,12/2/2022,12/1/2022,North America,South America,18147,Sea,Internal Fleet,Electronics,Medium,5.77,0.07,Delivered,58.03,68.38,10.35,4,No,Yes
ORD-101377,SHP-501377,CUST-1897,11/2/2022,11/6/2022,11/8/2022,North America,North America,2063,Road,3rd Party Logistics,Pharmaceuticals,Critical,134.27,0.78,Delayed,137.63,197.41,59.78,2,No,N/A
ORD-101378,SHP-501378,CUST-1012,6/1/2022,6/22/2022,6/25/2022,South America,Africa,4120,Sea,Internal Fleet,Pharmaceuticals,High,908.24,3.04,Delayed,645.93,792.31,146.38,2,No,Yes
ORD-101379,SHP-501379,CUST-1167,4/5/2022,6/13/2022,6/13/2022,Asia,Africa,13337,Sea,3rd Party Logistics,Clothing,Medium,944.81,3.19,Delivered,544.29,727.47,183.18,5,No,Yes
ORD-101380,SHP-501380,CUST-1641,2/11/2023,5/4/2023,5/3/2023,Europe,North America,15893,Sea,Internal Fleet,Clothing,Low,25.09,0.11,Delivered,61.31,86.24,24.93,4,Yes,Yes
ORD-101381,SHP-501381,CUST-1595,12/3/2022,12/10/2022,12/8/2022,Asia,Africa,5496,Air,Internal Fleet,Electronics,High,28.02,0.21,Delivered,378.12,472.49,94.37,4,No,Yes
ORD-101382,SHP-501382,CUST-1320,4/7/2022,4/12/2022,4/11/2022,Asia,Asia,1321,Road,3rd Party Logistics,Furniture,Low,410.59,9.04,Delivered,315.51,422.24,106.73,5,Yes,N/A
ORD-101383,SHP-501383,CUST-1318,12/22/2022,12/26/2022,12/25/2022,Asia,Asia,1510,Rail,3rd Party Logistics,Machinery,High,2629.67,14.65,Delivered,1915.41,2770.95,855.54,5,Yes,N/A
ORD-101384,SHP-501384,CUST-1612,3/4/2022,4/13/2022,4/13/2022,North America,Oceania,7878,Sea,3rd Party Logistics,Perishables,High,295.92,1,Delivered,236.1,331.85,95.75,5,No,Yes
ORD-101385,SHP-501385,CUST-1328,3/16/2023,3/18/2023,3/21/2023,North America,North America,963,Road,3rd Party Logistics,Pharmaceuticals,High,889.96,9.08,Delayed,715.35,989.89,274.54,3,Yes,N/A
ORD-101386,SHP-501386,CUST-1784,11/15/2022,11/17/2022,11/17/2022,South America,South America,178,Road,3rd Party Logistics,Pharmaceuticals,High,282.77,3.66,Delivered,234.91,301.11,66.2,5,No,N/A
ORD-101387,SHP-501387,CUST-1776,7/5/2023,7/9/2023,7/8/2023,Oceania,Oceania,428,Road,3rd Party Logistics,Electronics,Medium,98.9,0.7,Delivered,62.9,80.85,17.95,5,Yes,N/A
ORD-101388,SHP-501388,CUST-1970,9/8/2023,9/13/2023,9/11/2023,Asia,Asia,1395,Road,Internal Fleet,Electronics,Low,55.66,0.47,Delivered,53.42,69.21,15.79,4,No,N/A
ORD-101389,SHP-501389,CUST-1910,3/24/2022,3/29/2022,3/28/2022,Africa,Africa,2486,Road,Internal Fleet,Perishables,High,750.47,7.43,Delivered,632.92,858.95,226.03,5,No,N/A
ORD-101390,SHP-501390,CUST-1919,12/13/2023,12/15/2023,12/15/2023,Oceania,Oceania,513,Road,Internal Fleet,Perishables,Critical,935.32,5.15,Delivered,684.89,817.28,132.39,4,No,N/A
ORD-101391,SHP-501391,CUST-1549,2/14/2023,2/27/2023,2/27/2023,South America,North America,8369,Air,Internal Fleet,Clothing,Low,101.53,0.68,Delivered,476.02,670.38,194.36,5,No,Yes
ORD-101392,SHP-501392,CUST-1418,4/15/2022,4/18/2022,4/17/2022,North America,North America,1702,Road,Internal Fleet,Perishables,High,605.63,4.38,Delivered,483.82,559.02,75.2,5,Yes,N/A
ORD-101393,SHP-501393,CUST-1605,6/28/2022,7/2/2022,7/1/2022,Asia,Asia,596,Road,Internal Fleet,Machinery,Low,3646.42,10,Delivered,1932.16,2320.52,388.36,4,No,N/A
ORD-101394,SHP-501394,CUST-1094,7/26/2023,8/15/2023,8/15/2023,North America,Europe,13696,Air,3rd Party Logistics,Machinery,Medium,3973.51,13.57,Delivered,2807.27,3634.14,826.87,4,No,Yes
ORD-101395,SHP-501395,CUST-1816,12/4/2022,1/9/2023,1/13/2023,Oceania,Oceania,7097,Sea,Internal Fleet,Pharmaceuticals,High,517.04,4.55,Delayed,422.91,518.33,95.42,3,No,N/A
ORD-101396,SHP-501396,CUST-1580,7/25/2022,8/4/2022,8/3/2022,Europe,Europe,2838,Rail,Internal Fleet,Machinery,Low,2547.26,13.56,Delivered,1431.91,1803.74,371.83,4,Yes,N/A
ORD-101397,SHP-501397,CUST-1317,7/29/2022,8/1/2022,8/3/2022,North America,North America,1235,Road,Internal Fleet,Machinery,High,4703.11,12.64,Delayed,3245.37,4055.98,810.61,3,No,N/A
ORD-101398,SHP-501398,CUST-1955,9/26/2023,10/2/2023,10/1/2023,North America,North America,2244,Road,3rd Party Logistics,Machinery,Medium,1201.22,3.46,Delivered,668.91,823.22,154.31,5,No,N/A
ORD-101399,SHP-501399,CUST-1235,9/28/2023,10/5/2023,10/7/2023,South America,South America,1735,Rail,3rd Party Logistics,Clothing,Medium,705.89,2.4,Delayed,390.85,494.07,103.22,2,Yes,N/A
ORD-101400,SHP-501400,CUST-1945,12/19/2022,12/21/2022,12/21/2022,Europe,Europe,305,Road,3rd Party Logistics,Pharmaceuticals,Critical,468.67,2.03,Delivered,337.01,438.65,101.64,5,Yes,N/A
ORD-101401,SHP-501401,CUST-1333,1/25/2023,1/30/2023,1/30/2023,Oceania,Oceania,1676,Road,Internal Fleet,Electronics,Medium,52.27,0.92,Delivered,60.46,78.17,17.71,4,No,N/A
ORD-101402,SHP-501402,CUST-1884,10/9/2023,10/14/2023,10/14/2023,Africa,Africa,2467,Road,Internal Fleet,Pharmaceuticals,High,56.3,0.7,Delivered,93.79,130.7,36.91,4,No,N/A
ORD-101403,SHP-501403,CUST-1375,12/1/2023,12/7/2023,12/6/2023,Africa,Africa,2053,Rail,3rd Party Logistics,Pharmaceuticals,High,303.23,2.64,Delivered,252.79,314.08,61.29,5,No,N/A
ORD-101404,SHP-501404,CUST-1458,3/21/2023,3/23/2023,3/21/2023,Africa,Africa,700,Road,3rd Party Logistics,Pharmaceuticals,High,731.04,3.19,Delivered,530.33,654.73,124.4,5,No,N/A
ORD-101405,SHP-501405,CUST-1136,10/7/2023,10/10/2023,10/11/2023,Asia,Asia,1762,Road,3rd Party Logistics,Perishables,Critical,971.68,7.62,Delayed,764.95,995.46,230.51,2,Yes,N/A
ORD-101406,SHP-501406,CUST-1929,8/26/2023,11/29/2023,11/27/2023,Africa,Asia,18459,Sea,Internal Fleet,Electronics,Low,93.91,0.84,Delivered,110.77,128.98,18.21,5,Yes,Yes
ORD-101407,SHP-501407,CUST-1587,4/12/2022,4/20/2022,4/18/2022,Asia,Asia,2916,Rail,Internal Fleet,Perishables,Critical,500.36,2.31,Delivered,385.54,456.3,70.76,5,No,N/A
ORD-101408,SHP-501408,CUST-1994,6/10/2022,6/14/2022,6/12/2022,Oceania,Oceania,554,Road,3rd Party Logistics,Clothing,Low,705.73,7.59,Delivered,437.07,607.93,170.86,4,Yes,N/A
ORD-101409,SHP-501409,CUST-1546,12/23/2022,12/31/2022,12/29/2022,Oceania,Asia,4392,Air,3rd Party Logistics,Clothing,Low,754.2,3.26,Delivered,629.31,816.92,187.61,5,Yes,Yes
ORD-101410,SHP-501410,CUST-1512,9/29/2023,10/7/2023,10/5/2023,North America,North America,2292,Rail,3rd Party Logistics,Furniture,Low,498.82,6.68,Delivered,334.5,391.35,56.85,5,Yes,N/A
ORD-101411,SHP-501411,CUST-1295,5/23/2022,5/27/2022,5/25/2022,Africa,Africa,711,Road,3rd Party Logistics,Furniture,Medium,348.64,5.56,Delivered,240.55,308.41,67.86,4,Yes,N/A
ORD-101412,SHP-501412,CUST-1319,7/3/2023,7/11/2023,7/12/2023,South America,Europe,6111,Air,Internal Fleet,Clothing,High,946.53,3.24,Delayed,1054.63,1338.83,284.2,3,Yes,Yes
ORD-101413,SHP-501413,CUST-1917,2/17/2023,2/23/2023,2/23/2023,Oceania,Oceania,2073,Road,3rd Party Logistics,Clothing,Low,828.7,3.43,Delivered,479.71,587.09,107.38,5,Yes,N/A
ORD-101414,SHP-501414,CUST-1571,9/16/2022,9/21/2022,9/21/2022,Europe,Europe,2444,Road,3rd Party Logistics,Perishables,High,120.25,0.47,Delivered,131.89,166.4,34.51,4,Yes,N/A
ORD-101415,SHP-501415,CUST-1831,10/28/2023,11/4/2023,11/4/2023,Europe,Europe,1716,Rail,Internal Fleet,Clothing,Low,260.66,1.37,Delivered,157.71,190.28,32.57,5,Yes,N/A
ORD-101416,SHP-501416,CUST-1348,9/8/2023,10/30/2023,10/28/2023,Oceania,Oceania,9843,Sea,3rd Party Logistics,Electronics,Medium,41.13,0.49,Delivered,54.96,70.61,15.65,5,Yes,N/A
ORD-101417,SHP-501417,CUST-1839,5/1/2022,5/5/2022,5/8/2022,North America,North America,2279,Road,Internal Fleet,Perishables,High,317.15,1.2,Delayed,266.21,338.77,72.56,2,No,N/A
ORD-101418,SHP-501418,CUST-1778,10/8/2023,10/12/2023,10/13/2023,Europe,Europe,289,Road,3rd Party Logistics,Clothing,Low,771.44,4.27,Delayed,432.71,576.48,143.77,3,No,N/A
ORD-101419,SHP-501419,CUST-1872,4/9/2022,4/18/2022,4/18/2022,Europe,Oceania,7053,Air,3rd Party Logistics,Perishables,High,667.84,2.26,Delivered,921.86,1320.69,398.83,4,No,Yes
ORD-101420,SHP-501420,CUST-1228,8/4/2022,8/10/2022,8/9/2022,North America,North America,2077,Rail,3rd Party Logistics,Perishables,High,403.56,2.15,Delivered,311.85,375.98,64.13,4,Yes,N/A
ORD-101421,SHP-501421,CUST-1269,3/14/2023,3/20/2023,3/18/2023,North America,North America,2163,Road,3rd Party Logistics,Machinery,Low,2900.86,7.62,Delivered,1559.05,1988.15,429.1,5,No,N/A
ORD-101422,SHP-501422,CUST-1827,4/17/2023,5/31/2023,5/30/2023,North America,Africa,8314,Sea,3rd Party Logistics,Furniture,Low,188.75,2.38,Delivered,143.16,188.78,45.62,4,No,Yes
ORD-101423,SHP-501423,CUST-1797,2/7/2023,2/10/2023,2/8/2023,South America,South America,1718,Road,3rd Party Logistics,Perishables,High,311.65,4.04,Delivered,288.54,379.17,90.63,5,Yes,N/A
ORD-101424,SHP-501424,CUST-1290,1/13/2022,1/23/2022,1/22/2022,North America,North America,3964,Rail,Internal Fleet,Pharmaceuticals,Critical,199.46,1.27,Delivered,187.44,252.74,65.3,5,No,N/A
ORD-101425,SHP-501425,CUST-1724,11/9/2022,12/10/2022,12/9/2022,North America,South America,6158,Sea,Internal Fleet,Perishables,Critical,653.26,3.65,Delivered,496.02,610.29,114.27,4,Yes,Yes
ORD-101426,SHP-501426,CUST-1164,8/23/2022,9/23/2022,9/21/2022,North America,Africa,6146,Sea,3rd Party Logistics,Pharmaceuticals,Critical,382.52,2.01,Delivered,298.71,400.38,101.67,5,No,Yes
ORD-101427,SHP-501427,CUST-1004,3/24/2022,3/29/2022,3/31/2022,Oceania,Asia,3631,Air,Internal Fleet,Machinery,High,4274.63,12.15,Delayed,3172.54,3839.89,667.35,3,No,Yes
ORD-101428,SHP-501428,CUST-1850,8/31/2022,11/12/2022,11/10/2022,Africa,Oceania,14098,Sea,Internal Fleet,Clothing,Low,728.97,2.53,Delivered,432.08,513.15,81.07,5,No,Yes
ORD-101429,SHP-501429,CUST-1378,12/7/2022,12/10/2022,12/8/2022,Oceania,Oceania,1394,Road,3rd Party Logistics,Perishables,High,594.3,11.45,Delivered,562.3,786.94,224.64,4,Yes,N/A
ORD-101430,SHP-501430,CUST-1077,8/12/2022,8/17/2022,8/23/2022,Africa,Africa,1264,Road,3rd Party Logistics,Machinery,Low,1809.18,9.12,Delayed,1014.71,1311.13,296.42,2,No,N/A
ORD-101431,SHP-501431,CUST-1409,7/4/2022,10/10/2022,10/9/2022,South America,Oceania,19053,Sea,Internal Fleet,Electronics,Low,55.19,0.39,Delivered,88.68,112.55,23.87,5,Yes,Yes
ORD-101432,SHP-501432,CUST-1573,11/17/2023,1/7/2024,1/7/2024,South America,North America,9658,Sea,Internal Fleet,Machinery,Medium,4271.52,25.18,Delivered,2416.51,3452.12,1035.61,4,No,Yes
ORD-101433,SHP-501433,CUST-1131,2/17/2023,3/25/2023,3/25/2023,Europe,South America,6658,Sea,3rd Party Logistics,Furniture,Medium,269.31,4.52,Delivered,199.85,272.38,72.53,5,No,Yes
ORD-101434,SHP-501434,CUST-1600,4/7/2022,4/19/2022,4/19/2022,Oceania,Oceania,3625,Rail,Internal Fleet,Furniture,Low,494.01,22.58,Delivered,501.8,679,177.2,5,No,N/A
ORD-101435,SHP-501435,CUST-1748,11/17/2022,1/15/2023,1/15/2023,Africa,Oceania,11322,Sea,Internal Fleet,Clothing,Medium,469.24,1.58,Delivered,284.38,343.61,59.23,5,Yes,Yes
ORD-101436,SHP-501436,CUST-1041,5/7/2022,5/17/2022,5/17/2022,South America,South America,3665,Rail,3rd Party Logistics,Pharmaceuticals,High,977.43,7.37,Delivered,769.22,932.89,163.67,4,No,N/A
ORD-101437,SHP-501437,CUST-1088,8/3/2022,8/8/2022,8/12/2022,South America,South America,1584,Road,3rd Party Logistics,Clothing,Medium,10.02,0.05,Delayed,29.28,37.92,8.64,3,No,N/A
ORD-101438,SHP-501438,CUST-1401,6/24/2023,7/31/2023,7/31/2023,Oceania,Africa,7355,Sea,3rd Party Logistics,Pharmaceuticals,High,868.27,6.62,Delivered,679.17,913.95,234.78,5,Yes,Yes
ORD-101439,SHP-501439,CUST-1295,5/6/2023,5/11/2023,5/11/2023,Europe,Europe,1821,Rail,Internal Fleet,Pharmaceuticals,Critical,934.93,7.02,Delivered,717.9,910.71,192.81,5,Yes,N/A
ORD-101440,SHP-501440,CUST-1839,2/19/2022,2/21/2022,2/20/2022,North America,North America,405,Road,Internal Fleet,Pharmaceuticals,High,614.1,2.66,Delivered,441.69,516.45,74.76,5,Yes,N/A
ORD-101441,SHP-501441,CUST-1294,9/25/2022,9/27/2022,9/27/2022,Asia,Asia,816,Road,3rd Party Logistics,Pharmaceuticals,Critical,351.96,2.55,Delivered,277.83,376.43,98.6,4,No,N/A
ORD-101442,SHP-501442,CUST-1615,3/24/2022,3/26/2022,3/25/2022,Europe,Europe,603,Rail,Internal Fleet,Furniture,High,245.6,3.5,Delivered,211.45,292.25,80.8,4,Yes,N/A
ORD-101443,SHP-501443,CUST-1525,9/1/2022,9/20/2022,9/22/2022,Asia,Oceania,13171,Air,Internal Fleet,Furniture,Low,68.41,1.18,Delayed,704.57,1009.85,305.28,3,No,Yes
ORD-101444,SHP-501444,CUST-1799,8/13/2022,8/27/2022,8/25/2022,Europe,Europe,11086,Air,3rd Party Logistics,Perishables,High,680.57,3.59,Delivered,1209.66,1539.45,329.79,5,Yes,N/A
ORD-101445,SHP-501445,CUST-1690,6/14/2023,6/19/2023,6/19/2023,Europe,Europe,1565,Road,3rd Party Logistics,Furniture,Medium,469.2,8.36,Delivered,341.68,419.38,77.7,4,Yes,N/A
ORD-101446,SHP-501446,CUST-1636,12/29/2022,1/13/2023,1/12/2023,North America,South America,2583,Sea,Internal Fleet,Clothing,Low,638.23,3.19,Delivered,358.79,512.26,153.47,5,No,Yes
ORD-101447,SHP-501447,CUST-1421,4/21/2022,7/12/2022,7/12/2022,South America,Oceania,15953,Sea,3rd Party Logistics,Furniture,Low,366.57,13.03,Delivered,361.48,493.25,131.77,5,No,Yes
ORD-101448,SHP-501448,CUST-1864,1/2/2023,1/17/2023,1/15/2023,Africa,North America,11238,Air,Internal Fleet,Clothing,High,895.33,14.77,Delivered,1504.43,1758.97,254.54,5,Yes,Yes
ORD-101449,SHP-501449,CUST-1022,1/25/2023,2/9/2023,2/8/2023,Europe,North America,9650,Air,3rd Party Logistics,Electronics,Low,64.43,0.58,Delivered,520.49,689.13,168.64,5,Yes,Yes
ORD-101450,SHP-501450,CUST-1574,11/20/2022,11/24/2022,11/24/2022,North America,North America,169,Road,3rd Party Logistics,Furniture,Low,119.9,5.34,Delivered,115.91,134.29,18.38,5,Yes,N/A
ORD-101451,SHP-501451,CUST-1142,8/11/2023,8/19/2023,8/18/2023,Asia,Africa,4284,Air,Internal Fleet,Clothing,Medium,147.45,1.25,Delivered,300.43,365.91,65.48,5,Yes,Yes
ORD-101452,SHP-501452,CUST-1992,1/23/2022,1/26/2022,1/26/2022,Oceania,Oceania,1719,Road,3rd Party Logistics,Pharmaceuticals,High,883.28,3.35,Delivered,651.16,762.69,111.53,5,Yes,N/A
ORD-101453,SHP-501453,CUST-1664,6/5/2022,6/10/2022,6/8/2022,Oceania,Oceania,1551,Road,Internal Fleet,Machinery,Low,787.35,4.22,Delivered,459.09,556.17,97.08,4,No,N/A
ORD-101454,SHP-501454,CUST-1144,7/22/2022,7/24/2022,7/22/2022,South America,South America,413,Road,3rd Party Logistics,Pharmaceuticals,High,890.42,8.16,Delivered,692.87,898.64,205.77,4,Yes,N/A
ORD-101455,SHP-501455,CUST-1224,7/6/2023,7/15/2023,7/15/2023,Oceania,Oceania,6565,Air,3rd Party Logistics,Perishables,High,996.01,8.72,Delivered,1187.5,1472.1,284.6,5,Yes,N/A
ORD-101456,SHP-501456,CUST-1502,4/8/2022,4/14/2022,4/13/2022,Europe,Europe,2018,Road,3rd Party Logistics,Clothing,Medium,741.72,4.81,Delivered,449.21,528.45,79.24,5,No,N/A
ORD-101457,SHP-501457,CUST-1961,10/31/2022,11/5/2022,11/4/2022,Asia,North America,3531,Air,Internal Fleet,Pharmaceuticals,Critical,144.88,1.27,Delivered,340.24,440.48,100.24,5,Yes,Yes
ORD-101458,SHP-501458,CUST-1973,6/11/2022,6/15/2022,6/15/2022,Europe,Europe,901,Road,3rd Party Logistics,Furniture,Medium,344.06,8.55,Delivered,271.08,369.36,98.28,4,Yes,N/A
ORD-101459,SHP-501459,CUST-1820,12/26/2023,1/1/2024,1/2/2024,Oceania,Oceania,1249,Rail,Internal Fleet,Furniture,Low,309.98,9.59,Delayed,260.86,304.15,43.29,2,No,N/A
ORD-101460,SHP-501460,CUST-1615,8/27/2023,9/2/2023,9/1/2023,Africa,Africa,2343,Road,Internal Fleet,Electronics,Low,45.41,0.45,Delivered,62.34,88.19,25.85,4,No,N/A
ORD-101461,SHP-501461,CUST-1103,12/3/2023,12/9/2023,,Oceania,Oceania,1979,Road,3rd Party Logistics,Machinery,Medium,2357.53,14.79,Cancelled,1356.37,1825.57,469.2,2,Yes,N/A
ORD-101462,SHP-501462,CUST-1946,3/18/2023,3/24/2023,3/24/2023,Africa,Africa,1993,Road,3rd Party Logistics,Clothing,Medium,466.94,2.09,Delivered,284.28,371.22,86.94,5,No,N/A
ORD-101463,SHP-501463,CUST-1038,11/5/2023,12/30/2023,12/29/2023,Oceania,North America,10955,Sea,Internal Fleet,Pharmaceuticals,Critical,965.26,3.9,Delivered,720.87,914.71,193.84,4,No,Yes
ORD-101464,SHP-501464,CUST-1946,2/26/2022,3/9/2022,3/8/2022,South America,South America,3596,Rail,3rd Party Logistics,Machinery,Medium,1226.62,6.75,Delivered,709.54,899.69,190.15,5,No,N/A
ORD-101465,SHP-501465,CUST-1197,6/25/2023,7/1/2023,7/1/2023,Asia,Asia,1480,Rail,3rd Party Logistics,Electronics,Low,8.8,0.14,Delivered,17.63,22.05,4.42,5,No,N/A
ORD-101466,SHP-501466,CUST-1645,12/18/2023,1/2/2024,1/2/2024,Africa,Europe,2901,Sea,Internal Fleet,Perishables,High,258.18,2.58,Delivered,212.73,252.03,39.3,4,No,Yes
ORD-101467,SHP-501467,CUST-1578,9/28/2023,10/4/2023,10/2/2023,North America,North America,2283,Road,Internal Fleet,Machinery,Medium,1461.42,8.64,Delivered,851.31,999.24,147.93,4,No,N/A
ORD-101468,SHP-501468,CUST-1390,3/12/2023,3/17/2023,3/18/2023,South America,South America,1818,Rail,Internal Fleet,Electronics,High,30.77,0.49,Delayed,45.3,56.29,10.99,2,No,N/A
ORD-101469,SHP-501469,CUST-1178,12/20/2022,12/28/2022,,Europe,Europe,2169,Rail,Internal Fleet,Clothing,Low,285.06,1.28,Cancelled,172.71,233.18,60.47,1,No,N/A
ORD-101470,SHP-501470,CUST-1967,4/12/2023,4/15/2023,4/14/2023,Oceania,Oceania,1460,Road,Internal Fleet,Perishables,High,244.04,2.63,Delivered,221.22,273.54,52.32,4,No,N/A
ORD-101471,SHP-501471,CUST-1553,6/4/2023,6/10/2023,6/9/2023,Asia,Asia,2377,Road,Internal Fleet,Furniture,Low,52.49,1.05,Delivered,72.4,100.9,28.5,5,No,N/A
ORD-101472,SHP-501472,CUST-1447,4/17/2022,6/29/2022,6/28/2022,Asia,South America,14178,Sea,Internal Fleet,Electronics,Low,84.36,1.51,Delivered,99.8,126.16,26.36,5,No,Yes
ORD-101473,SHP-501473,CUST-1499,8/27/2023,9/1/2023,9/1/2023,Oceania,Oceania,1041,Rail,Internal Fleet,Furniture,Low,280.32,4.75,Delivered,195.97,262.47,66.5,4,No,N/A
ORD-101474,SHP-501474,CUST-1014,11/1/2023,11/7/2023,11/6/2023,North America,North America,4553,Air,Internal Fleet,Perishables,Critical,596.54,2.21,Delivered,712.48,911.67,199.19,5,No,N/A
ORD-101475,SHP-501475,CUST-1622,12/9/2022,12/14/2022,12/14/2022,Africa,Africa,1743,Road,3rd Party Logistics,Electronics,Medium,86.77,1.56,Delivered,85.1,110.57,25.47,4,No,N/A
ORD-101476,SHP-501476,CUST-1668,3/25/2022,4/17/2022,4/16/2022,Oceania,Oceania,4129,Sea,3rd Party Logistics,Electronics,Medium,36.73,0.31,Delivered,33.89,41.52,7.63,5,Yes,N/A
ORD-101477,SHP-501477,CUST-1288,2/14/2023,3/17/2023,3/19/2023,Asia,Europe,6011,Sea,Internal Fleet,Perishables,Critical,952.92,3.79,Delayed,692.16,902.69,210.53,3,No,Yes
ORD-101478,SHP-501478,CUST-1477,2/8/2022,2/13/2022,,North America,North America,1415,Road,3rd Party Logistics,Clothing,Low,184.82,1.54,Cancelled,129.06,152.7,23.64,2,No,N/A
ORD-101479,SHP-501479,CUST-1230,2/2/2022,2/6/2022,2/4/2022,North America,North America,495,Rail,3rd Party Logistics,Electronics,Medium,76.6,0.79,Delivered,50.14,63.48,13.34,5,Yes,N/A
ORD-101480,SHP-501480,CUST-1922,12/21/2023,12/31/2023,12/31/2023,Europe,Asia,7203,Air,Internal Fleet,Perishables,Critical,551.83,2.73,Delivered,862.35,1107.68,245.33,5,Yes,Yes
